x,ax,y,ay
137.50000000000003,250.00000000000006,236.67322354072084,427.61720189221995
140.00000000000003,250.00000000000006,240.94890505964304,427.51910189221996
142.50000000000003,250.00000000000006,245.22360557856524,427.42100189222
145.00000000000003,250.00000000000006,249.49732509748745,427.32290189222
147.50000000000003,250.00000000000006,253.77006361640966,427.22480189222
150.00000000000003,250.00000000000006,258.0418211353319,427.12670189222
152.50000000000003,250.00000000000006,262.3125976542541,427.02860189222
155.00000000000003,250.00000000000006,266.5823931731763,426.93050189222004
157.50000000000003,250.00000000000006,270.8512076920985,426.83240189222005
160.00000000000003,250.00000000000006,275.1190412110207,426.73430189222006
162.50000000000003,250.00000000000006,279.3858937299429,426.6362018922201
165.00000000000003,250.00000000000006,283.6517652488651,426.5381018922201
167.50000000000003,250.00000000000006,287.9166557677873,426.4400018922201
170.00000000000003,250.00000000000006,292.1805652867095,426.3419018922201
172.50000000000003,250.00000000000006,296.4434938056317,426.2438018922201
175.00000000000003,250.00000000000006,300.70544132455393,426.14570189222013
177.50000000000003,250.00000000000006,304.96640784347613,426.04760189222014
180.00000000000003,250.00000000000006,309.2263933623983,425.94950189222016
182.50000000000003,250.00000000000006,313.4853978813205,425.85140189222017
185.00000000000003,250.00000000000006,317.7434214002427,425.7533018922202
187.50000000000003,250.00000000000006,322.00046391916493,425.6552018922202
190.00000000000003,250.00000000000006,326.2565254380871,425.5571018922202
192.50000000000003,250.00000000000006,330.51160595700935,425.4590018922202
195.00000000000003,250.00000000000006,334.76570547593155,425.3609018922202
197.50000000000003,250.00000000000006,339.01882399485373,425.26280189222024
200.00000000000003,250.00000000000006,343.27096151377594,425.16470189222025
202.50000000000003,250.00000000000006,347.52211803269813,425.06660189222026
205.00000000000003,250.00000000000006,351.77229355162035,424.9685018922203
207.50000000000003,250.00000000000006,356.02148807054255,424.8704018922203
210.00000000000003,250.00000000000006,360.2697015894648,424.7723018922203
212.50000000000003,250.00000000000006,364.516934108387,424.6742018922203
215.00000000000003,250.00000000000006,368.76318562730916,424.5761018922203
217.50000000000003,250.00000000000006,373.00845614623137,424.47800189222033
220.00000000000003,250.00000000000006,377.25274566515355,424.37990189222035
222.50000000000003,250.00000000000006,381.4960541840758,424.28180189222036
225.00000000000003,250.00000000000006,385.73838170299797,424.18370189222037
227.50000000000003,250.00000000000006,389.9797282219202,424.0856018922204
230.00000000000003,250.00000000000006,394.2200937408424,423.9875018922204
232.50000000000003,250.00000000000006,398.4594782597646,423.8894018922204
235.00000000000003,250.00000000000006,402.6978817786868,423.7913018922204
237.50000000000003,250.00000000000006,406.935304297609,423.69320189222043
240.00000000000003,250.00000000000006,411.1717458165312,423.59510189222044
242.50000000000003,250.00000000000006,415.4072063354534,423.49700189222045
245.00000000000003,250.00000000000006,419.6416858543756,423.39890189222047
247.50000000000003,250.00000000000006,423.8751843732978,423.3008018922205
250.00000000000003,250.00000000000006,428.10770189222,423.2027018922205
252.50000000000003,250.00000000000006,432.3392384111422,423.1046018922205
255.00000000000003,250.00000000000006,436.5697939300644,423.0065018922205
257.50000000000006,250.00000000000006,440.7993684489866,422.9084018922205
260.00000000000006,250.00000000000006,445.0279619679088,422.81030189222054
262.50000000000006,250.00000000000006,449.25557448683105,422.71220189222055
265.00000000000006,250.00000000000006,453.48220600575326,422.61410189222056
267.50000000000006,250.00000000000006,457.70785652467544,422.5160018922206
270.00000000000006,250.00000000000006,461.93252604359765,422.4179018922206
272.50000000000006,250.00000000000006,466.15621456251984,422.3198018922206
275.00000000000006,250.00000000000006,470.37892208144206,422.2217018922206
277.50000000000006,250.00000000000006,474.60064860036425,422.1236018922206
280.00000000000006,250.00000000000006,478.8213941192865,422.02550189222063
282.50000000000006,250.00000000000006,483.0411586382087,421.92740189222064
285.00000000000006,250.00000000000006,487.25994215713087,421.82930189222066
287.50000000000006,250.00000000000006,491.4777446760531,421.73120189222067
290.00000000000006,250.00000000000006,495.69456619497527,421.6331018922207
292.50000000000006,250.00000000000006,499.9104067138975,421.5350018922207
295.00000000000006,250.00000000000006,504.1252662328197,421.4369018922207
297.50000000000006,250.00000000000006,508.3391447517419,421.3388018922207
300.00000000000006,250.00000000000006,512.5520422706642,421.2407018922207
302.50000000000006,250.00000000000006,516.7639587895864,421.14260189222074
305.00000000000006,250.00000000000006,520.9748943085085,421.04450189222075
307.50000000000006,250.00000000000006,525.1848488274308,420.94640189222076
310.00000000000006,250.00000000000006,529.393822346353,420.8483018922208
312.50000000000006,250.00000000000006,533.6018148652752,420.7502018922208
315.00000000000006,250.00000000000006,537.8088263841973,420.6521018922208
317.50000000000006,250.00000000000006,542.0148569031196,420.5540018922208
320.00000000000006,250.00000000000006,546.2199064220418,420.4559018922208
322.50000000000006,250.00000000000006,550.4239749409641,420.35780189222083
325.00000000000006,250.00000000000006,554.6270624598862,420.25970189222085
327.50000000000006,250.00000000000006,558.8291689788084,420.16160189222086
330.00000000000006,250.00000000000006,563.0302944977307,420.06350189222087
332.50000000000006,250.00000000000006,567.2304390166529,419.9654018922209
335.00000000000006,250.00000000000006,571.4296025355751,419.8673018922209
337.50000000000006,250.00000000000006,575.6277850544973,419.7692018922209
340.00000000000006,250.00000000000006,579.8249865734194,419.6711018922209
342.50000000000006,250.00000000000006,584.0212070923417,419.57300189222093
345.00000000000006,250.00000000000006,588.2164466112639,419.47490189222094
347.50000000000006,250.00000000000006,592.4107051301861,419.37680189222095
350.00000000000006,250.00000000000006,596.6039826491083,419.27870189222097
352.50000000000006,250.00000000000006,600.7962791680305,419.180601892221
355.00000000000006,250.00000000000006,604.9875946869528,419.082501892221
357.50000000000006,250.00000000000006,609.177929205875,418.984401892221
360.00000000000006,250.00000000000006,613.3672827247972,418.886301892221
362.50000000000006,250.00000000000006,617.5556552437193,418.788201892221
365.00000000000006,250.00000000000006,621.7430467626416,418.69010189222104
367.50000000000006,250.00000000000006,625.9294572815638,418.59200189222105
370.00000000000006,250.00000000000006,630.114886800486,418.49390189222106
372.50000000000006,250.00000000000006,634.2993353194082,418.3958018922211
375.00000000000006,250.00000000000006,638.4828028383304,418.2977018922211
377.50000000000006,250.00000000000006,642.6652893572526,418.1996018922211
380.00000000000006,250.00000000000006,646.8467948761748,418.1015018922211
382.50000000000006,250.00000000000006,651.027319395097,418.0034018922211
385.00000000000006,250.00000000000006,655.2068629140192,417.90530189222113
387.50000000000006,250.00000000000006,659.3854254329415,417.80720189222114
390.00000000000006,250.00000000000006,663.5630069518637,417.70910189222116
392.50000000000006,250.00000000000006,667.7396074707859,417.61100189222117
395.00000000000006,250.00000000000006,671.9152269897081,417.5129018922212
397.50000000000006,250.00000000000006,676.0898655086303,417.4148018922212
400.00000000000006,250.00000000000006,680.2635230275525,417.3167018922212
402.50000000000006,250.00000000000006,684.4361995464748,417.2186018922212
405.00000000000006,250.00000000000006,688.607895065397,417.1205018922212
407.50000000000006,250.00000000000006,692.7786095843192,417.02240189222124
410.00000000000006,250.00000000000006,696.9483431032413,416.92430189222125
412.50000000000006,250.00000000000006,701.1170956221636,416.82620189222126
415.00000000000006,250.00000000000006,705.2848671410858,416.7281018922213
417.50000000000006,250.00000000000006,709.451657660008,416.6300018922213
420.00000000000006,250.00000000000006,713.6174671789302,416.5319018922213
422.50000000000006,250.00000000000006,717.7822956978524,416.4338018922213
425.00000000000006,250.00000000000006,721.9461432167747,416.3357018922213
427.50000000000006,250.00000000000006,726.1090097356969,416.23760189222133
430.00000000000006,250.00000000000006,730.2708952546191,416.13950189222135
432.50000000000006,250.00000000000006,734.4317997735412,416.04140189222136
435.00000000000006,250.00000000000006,738.5917232924635,415.94330189222137
437.50000000000006,250.00000000000006,742.7506658113857,415.8452018922214
440.00000000000006,250.00000000000006,746.9086273303079,415.7471018922214
442.50000000000006,250.00000000000006,751.0656078492301,415.6490018922214
445.00000000000006,250.00000000000006,755.2216073681523,415.5509018922214
447.50000000000006,250.00000000000006,759.3766258870745,415.45280189222143
450.00000000000006,250.00000000000006,763.5306634059967,415.35470189222144
452.50000000000006,250.00000000000006,767.6837199249189,415.25660189222145
455.00000000000006,250.00000000000006,771.8357954438411,415.15850189222147
457.50000000000006,250.00000000000006,775.9868899627634,415.0604018922215
460.00000000000006,250.00000000000006,780.1370034816856,414.9623018922215
462.50000000000006,250.00000000000006,784.2861360006078,414.8642018922215
465.00000000000006,250.00000000000006,788.43428751953,414.7661018922215
467.50000000000006,250.00000000000006,792.5814580384522,414.6680018922215
470.00000000000006,250.00000000000006,796.7276475573744,414.56990189222154
472.50000000000006,250.00000000000006,800.8728560762967,414.47180189222155
475.00000000000006,250.00000000000006,805.0170835952189,414.37370189222156
477.50000000000006,250.00000000000006,809.1603301141411,414.2756018922216
480.00000000000006,250.00000000000006,813.3025956330633,414.1775018922216
482.50000000000006,250.00000000000006,817.4438801519856,414.0794018922216
485.00000000000006,250.00000000000006,821.5841836709078,413.9813018922216
487.50000000000006,250.00000000000006,825.72350618983,413.8832018922216
490.00000000000006,250.00000000000006,829.8618477087522,413.78510189222163
492.50000000000006,250.00000000000006,833.9992082276744,413.68700189222164
495.00000000000006,250.00000000000006,838.1355877465967,413.58890189222166
497.50000000000006,250.00000000000006,842.2709862655189,413.49080189222167
500.00000000000006,250.00000000000006,846.4054037844411,413.3927018922217
502.50000000000006,250.00000000000006,850.5388403033633,413.2946018922217
505.00000000000006,250.00000000000006,854.6712958222855,413.1965018922217
507.50000000000006,250.00000000000006,858.8027703412077,413.0984018922217
510.00000000000006,250.00000000000006,862.93326386013,413.0003018922217
512.5000000000001,250.00000000000006,867.0627763790521,412.90220189222174
515.0000000000001,250.00000000000006,871.1913078979744,412.80410189222175
517.5000000000001,250.00000000000006,875.3188584168967,412.70600189222176
520.0000000000001,250.00000000000006,879.4454279358189,412.6079018922218
522.5000000000001,250.00000000000006,883.5710164547411,412.5098018922218
525.0000000000001,250.00000000000006,887.6956239736633,412.4117018922218
527.5000000000001,250.00000000000006,891.8192504925855,412.3136018922218
530.0000000000001,250.00000000000006,895.9418960115078,412.2155018922218
532.5000000000001,250.00000000000006,900.06356053043,412.11740189222184
535.0000000000001,250.00000000000006,904.1842440493522,412.01930189222185
537.5000000000001,250.00000000000006,908.3039465682743,411.92120189222186
540.0000000000001,250.00000000000006,912.4226680871966,411.82310189222187
542.5000000000001,250.00000000000006,916.5404086061188,411.7250018922219
545.0000000000001,250.00000000000006,920.657168125041,411.6269018922219
547.5000000000001,250.00000000000006,924.7729466439632,411.5288018922219
550.0000000000001,250.00000000000006,928.8877441628855,411.4307018922219
552.5000000000001,250.00000000000006,933.0015606818077,411.33260189222193
555.0000000000001,250.00000000000006,937.11439620073,411.23450189222194
557.5000000000001,250.00000000000006,941.2262507196522,411.13640189222195
560.0000000000001,250.00000000000006,945.3371242385743,411.03830189222197
562.5000000000001,250.00000000000006,949.4470167574966,410.940201892222
565.0000000000001,250.00000000000006,953.5559282764189,410.842101892222
567.5000000000001,250.00000000000006,957.6638587953411,410.744001892222
570.0000000000001,250.00000000000006,961.7708083142633,410.645901892222
572.5000000000001,250.00000000000006,965.8767768331854,410.547801892222
575.0000000000001,250.00000000000006,969.9817643521077,410.44970189222204
577.5000000000001,250.00000000000006,974.0857708710299,410.35160189222205
580.0000000000001,250.00000000000006,978.1887963899521,410.25350189222206
582.5000000000001,250.00000000000006,982.2908409088743,410.1554018922221
585.0000000000001,250.00000000000006,986.3919044277966,410.0573018922221
587.5000000000001,250.00000000000006,990.4919869467188,409.9592018922221
590.0000000000001,250.00000000000006,994.5910884656411,409.8611018922221
592.5000000000001,250.00000000000006,998.6892089845633,409.7630018922221
595.0000000000001,250.00000000000006,1002.7863485034854,409.66490189222213
597.5000000000001,250.00000000000006,1006.8825070224077,409.56680189222214
600.0000000000001,250.00000000000006,1010.97768454133,409.46870189222216
602.5000000000001,250.00000000000006,1015.0718810602522,409.37060189222217
605.0000000000001,250.00000000000006,1019.1650965791744,409.2725018922222
607.5000000000001,250.00000000000006,1023.2573310980965,409.1744018922222
610.0000000000001,250.00000000000006,1027.3485846170188,409.0763018922222
612.5000000000001,250.00000000000006,1031.438857135941,408.9782018922222
615.0000000000001,250.00000000000006,1035.5281486548631,408.8801018922222
617.5000000000001,250.00000000000006,1039.6164591737854,408.78200189222224
620.0000000000001,250.00000000000006,1043.7037886927076,408.68390189222225
622.5000000000001,250.00000000000006,1047.7901372116298,408.58580189222226
625.0000000000001,250.00000000000006,1051.875504730552,408.4877018922223
627.5000000000001,250.00000000000006,1055.9598912494741,408.3896018922223
630.0000000000001,250.00000000000006,1060.0432967683964,408.2915018922223
632.5000000000001,250.00000000000006,1064.1257212873186,408.1934018922223
635.0000000000001,250.00000000000006,1068.2071648062408,408.0953018922223
637.5000000000001,250.00000000000006,1072.2876273251632,407.99720189222234
640.0000000000001,250.00000000000006,1076.3671088440854,407.89910189222235
642.5000000000001,250.00000000000006,1080.4456093630076,407.80100189222236
645.0000000000001,250.00000000000006,1084.5231288819298,407.70290189222237
647.5000000000001,250.00000000000006,1088.599667400852,407.6048018922224
650.0000000000001,250.00000000000006,1092.6752249197743,407.5067018922224
652.5000000000001,250.00000000000006,1096.7498014386965,407.4086018922224
655.0000000000001,250.00000000000006,1100.8233969576188,407.3105018922224
657.5000000000001,250.00000000000006,1104.896011476541,407.21240189222243
660.0000000000001,250.00000000000006,1108.9676449954632,407.11430189222244
662.5000000000001,250.00000000000006,1113.0382975143855,407.01620189222245
665.0000000000001,250.00000000000006,1117.1079690333077,406.91810189222247
667.5000000000001,250.00000000000006,1121.17665955223,406.8200018922225
670.0000000000001,250.00000000000006,1125.244369071152,406.7219018922225
672.5000000000001,250.00000000000006,1129.3110975900743,406.6238018922225
675.0000000000001,250.00000000000006,1133.3768451089966,406.5257018922225
677.5000000000001,250.00000000000006,1137.4416116279187,406.4276018922225
680.0000000000001,250.00000000000006,1141.505397146841,406.32950189222254
682.5000000000001,250.00000000000006,1145.5682016657631,406.23140189222255
685.0000000000001,250.00000000000006,1149.6300251846853,406.13330189222256
687.5000000000001,250.00000000000006,1153.6908677036076,406.0352018922226
690.0000000000001,250.00000000000006,1157.7507292225298,405.9371018922226
692.5000000000001,250.00000000000006,1161.809609741452,405.8390018922226
695.0000000000001,250.00000000000006,1165.8675092603742,405.7409018922226
697.5000000000001,250.00000000000006,1169.9244277792964,405.6428018922226
700.0000000000001,250.00000000000006,1173.9803652982187,405.54470189222263
702.5000000000001,250.00000000000006,1178.0353218171408,405.44660189222265
705.0000000000001,250.00000000000006,1182.089297336063,405.34850189222266
707.5000000000001,250.00000000000006,1186.1422918549854,405.25040189222267
710.0000000000001,250.00000000000006,1190.1943053739076,405.1523018922227
712.5000000000001,250.00000000000006,1194.2453378928299,405.0542018922227
715.0000000000001,250.00000000000006,1198.295389411752,404.9561018922227
717.5000000000001,250.00000000000006,1202.3444599306742,404.8580018922227
720.0000000000001,250.00000000000006,1206.3925494495966,404.75990189222273
722.5000000000001,250.00000000000006,1210.4396579685188,404.66180189222274
725.0000000000001,250.00000000000006,1214.485785487441,404.56370189222275
727.5000000000001,250.00000000000006,1218.5309320063632,404.46560189222276
730.0000000000001,250.00000000000006,1222.5750975252854,404.3675018922228
732.5000000000001,250.00000000000006,1226.6182820442077,404.2694018922228
735.0000000000001,250.00000000000006,1230.66048556313,404.1713018922228
737.5000000000001,250.00000000000006,1234.7017080820522,404.0732018922228
740.0000000000001,250.00000000000006,1238.7419496009743,403.9751018922228
742.5000000000001,250.00000000000006,1242.7812101198965,403.87700189222284
745.0000000000001,250.00000000000006,1246.8194896388188,403.77890189222285
747.5000000000001,250.00000000000006,1250.856788157741,403.68080189222286
750.0000000000001,250.00000000000006,1254.8931056766633,403.5827018922229
752.5000000000001,250.00000000000006,1258.9284421955854,403.4846018922229
755.0000000000001,250.00000000000006,1262.9627977145076,403.3865018922229
757.5000000000001,250.00000000000006,1266.99617223343,403.2884018922229
760.0000000000001,250.00000000000006,1271.028565752352,403.1903018922229
762.5000000000001,250.00000000000006,1275.0599782712743,403.09220189222293
765.0000000000001,250.00000000000006,1279.0904097901966,402.99410189222294
767.5000000000001,250.00000000000006,1283.1198603091188,402.89600189222296
770.0000000000001,250.00000000000006,1287.1483298280411,402.79790189222297
772.5000000000001,250.00000000000006,1291.1758183469633,402.699801892223
775.0000000000001,250.00000000000006,1295.2023258658855,402.601701892223
777.5000000000001,250.00000000000006,1299.2278523848079,402.503601892223
780.0000000000001,250.00000000000006,1303.25239790373,402.405501892223
782.5000000000001,250.00000000000006,1307.2759624226524,402.307401892223
785.0000000000001,250.00000000000006,1311.2985459415745,402.20930189222304
787.5000000000001,250.00000000000006,1315.3201484604967,402.11120189222305
790.0000000000001,250.00000000000006,1319.340769979419,402.01310189222306
792.5000000000001,250.00000000000006,1323.3604104983413,401.9150018922231
795.0000000000001,250.00000000000006,1327.3790700172635,401.8169018922231
797.5000000000001,250.00000000000006,1331.3967485361857,401.7188018922231
800.0000000000001,250.00000000000006,1335.413446055108,401.6207018922231
802.5000000000001,250.00000000000006,1339.4291625740302,401.5226018922231
805.0000000000001,250.00000000000006,1343.4438980929524,401.42450189222313
807.5000000000001,250.00000000000006,1347.4576526118747,401.32640189222315
810.0000000000001,250.00000000000006,1351.4704261307968,401.22830189222316
812.5000000000001,250.00000000000006,1355.482218649719,401.13020189222317
815.0000000000001,250.00000000000006,1359.4930301686413,401.0321018922232
817.5000000000001,250.00000000000006,1363.5028606875635,400.9340018922232
820.0000000000001,250.00000000000006,1367.5117102064858,400.8359018922232
822.5000000000001,250.00000000000006,1371.5195787254079,400.7378018922232
825.0000000000001,250.00000000000006,1375.52646624433,400.63970189222323
827.5000000000001,250.00000000000006,1379.5323727632524,400.54160189222324
830.0000000000001,250.00000000000006,1383.5372982821746,400.44350189222325
832.5000000000001,250.00000000000006,1387.5412428010968,400.34540189222326
835.0000000000001,250.00000000000006,1391.5442063200192,400.2473018922233
837.5000000000001,250.00000000000006,1395.5461888389414,400.1492018922233
840.0000000000001,250.00000000000006,1399.5471903578637,400.0511018922233
842.5000000000001,250.00000000000006,1403.5472108767858,399.9530018922233
845.0000000000001,250.00000000000006,1407.546250395708,399.8549018922233
847.5000000000001,250.00000000000006,1411.5443089146304,399.75680189222334
850.0000000000001,250.00000000000006,1415.5413864335526,399.65870189222335
852.5000000000001,250.00000000000006,1419.5374829524749,399.56060189222336
855.0000000000001,250.00000000000006,1423.532598471397,399.4625018922234
857.5000000000001,250.00000000000006,1427.5267329903193,399.3644018922234
860.0000000000001,250.00000000000006,1431.5198865092416,399.2663018922234
862.5000000000001,250.00000000000006,1435.5120590281638,399.1682018922234
865.0000000000001,250.00000000000006,1439.503250547086,399.0701018922234
867.5000000000001,250.00000000000006,1443.4934610660082,398.97200189222343
870.0000000000001,250.00000000000006,1447.4826905849304,398.87390189222344
872.5000000000001,250.00000000000006,1451.4709391038527,398.77580189222346
875.0000000000001,250.00000000000006,1455.458206622775,398.67770189222347
877.5000000000001,250.00000000000006,1459.4444931416972,398.5796018922235
880.0000000000001,250.00000000000006,1463.4297986606193,398.4815018922235
882.5000000000001,250.00000000000006,1467.4141231795415,398.3834018922235
885.0000000000001,250.00000000000006,1471.3974666984639,398.2853018922235
887.5000000000001,250.00000000000006,1475.379829217386,398.1872018922235
890.0000000000001,250.00000000000006,1479.3612107363083,398.08910189222354
892.5000000000001,250.00000000000006,1483.3416112552304,397.99100189222355
895.0000000000001,250.00000000000006,1487.3210307741526,397.89290189222356
897.5000000000001,250.00000000000006,1491.299469293075,397.7948018922236
900.0000000000001,250.00000000000006,1495.276926811997,397.6967018922236
902.5000000000001,250.00000000000006,1499.2534033309194,397.5986018922236
905.0000000000001,250.00000000000006,1503.2288988498417,397.5005018922236
907.5000000000001,250.00000000000006,1507.203413368764,397.4024018922236
910.0000000000001,250.00000000000006,1511.1769468876862,397.30430189222363
912.5000000000001,250.00000000000006,1515.1494994066084,397.20620189222365
915.0000000000001,250.00000000000006,1519.1210709255306,397.10810189222366
917.5000000000001,250.00000000000006,1523.091661444453,397.01000189222367
920.0000000000001,250.00000000000006,1527.0612709633751,396.9119018922237
922.5000000000001,250.00000000000006,1531.0298994822974,396.8138018922237
925.0000000000001,250.00000000000006,1534.9975470012196,396.7157018922237
927.5000000000001,250.00000000000006,1538.9642135201418,396.6176018922237
930.0000000000001,250.00000000000006,1542.9298990390641,396.51950189222373
932.5000000000001,250.00000000000006,1546.8946035579863,396.42140189222374
935.0000000000001,250.00000000000006,1550.8583270769086,396.32330189222375
937.5000000000001,250.00000000000006,1554.8210695958307,396.22520189222377
940.0000000000001,250.00000000000006,1558.782831114753,396.1271018922238
942.5000000000001,250.00000000000006,1562.7436116336753,396.0290018922238
945.0000000000001,250.00000000000006,1566.7034111525975,395.9309018922238
947.5000000000001,250.00000000000006,1570.6622296715198,395.8328018922238
950.0000000000001,250.00000000000006,1574.620067190442,395.7347018922238
952.5000000000001,250.00000000000006,1578.576923709364,395.63660189222384
955.0000000000001,250.00000000000006,1582.5327992282864,395.53850189222385
957.5000000000001,250.00000000000006,1586.4876937472086,395.44040189222386
960.0000000000001,250.00000000000006,1590.4416072661309,395.3423018922239
962.5000000000001,250.00000000000006,1594.394539785053,395.2442018922239
965.0000000000001,250.00000000000006,1598.3464913039752,395.1461018922239
967.5000000000001,250.00000000000006,1602.2974618228975,395.0480018922239
970.0000000000001,250.00000000000006,1606.2474513418197,394.9499018922239
972.5000000000001,250.00000000000006,1610.196459860742,394.85180189222393
975.0000000000001,250.00000000000006,1614.1444873796643,394.75370189222394
977.5000000000001,250.00000000000006,1618.0915338985865,394.65560189222396
980.0000000000001,250.00000000000006,1622.0375994175088,394.55750189222397
982.5000000000001,250.00000000000006,1625.982683936431,394.459401892224
985.0000000000001,250.00000000000006,1629.9267874553532,394.361301892224
987.5000000000001,250.00000000000006,1633.8699099742755,394.263201892224
990.0000000000001,250.00000000000006,1637.8120514931977,394.165101892224
992.5000000000001,250.00000000000006,1641.75321201212,394.067001892224
995.0000000000001,250.00000000000006,1645.6933915310422,393.96890189222404
997.5000000000001,250.00000000000006,1649.6325900499644,393.87080189222405
1000.0000000000001,250.00000000000006,1653.5708075688867,393.77270189222406
1002.5000000000001,250.00000000000006,1657.508044087809,393.6746018922241
1005.0000000000001,250.00000000000006,1661.4442996067312,393.5765018922241
1007.5000000000001,250.00000000000006,1665.3795741256533,393.4784018922241
1010.0000000000001,250.00000000000006,1669.3138676445756,393.3803018922241
1012.5000000000001,250.00000000000006,1673.247180163498,393.2822018922241
1015.0000000000001,250.00000000000006,1677.17951168242,393.18410189222413
1017.5000000000001,250.00000000000006,1681.1108622013423,393.08600189222415
1020.0000000000001,250.00000000000006,1685.0412317202645,392.98790189222416
1022.5000000000001,250.00000000000006,1688.9706202391867,392.88980189222417
1025.0000000000002,250.00000000000006,1692.899027758109,392.7917018922242
1027.5000000000002,250.00000000000006,1696.8264542770312,392.6936018922242
1030.0000000000002,250.00000000000006,1700.7528997959535,392.5955018922242
1032.5000000000002,250.00000000000006,1704.6783643148758,392.4974018922242
1035.0000000000002,250.00000000000006,1708.602847833798,392.39930189222423
1037.5000000000002,250.00000000000006,1712.5263503527203,392.30120189222424
1040.0000000000002,250.00000000000006,1716.4488718716425,392.20310189222425
1042.5000000000002,250.00000000000006,1720.3704123905648,392.10500189222427
1045.0000000000002,250.00000000000006,1724.290971909487,392.0069018922243
1047.5000000000002,250.00000000000006,1728.2105504284093,391.9088018922243
1050.0000000000002,250.00000000000006,1732.1291479473316,391.8107018922243
1052.5000000000002,250.00000000000006,1736.0467644662538,391.7126018922243
1055.0000000000002,250.00000000000006,1739.963399985176,391.6145018922243
1057.5000000000002,250.00000000000006,1743.8790545040983,391.51640189222434
1060.0000000000002,250.00000000000006,1747.7937280230205,391.41830189222435
1062.5000000000002,250.00000000000006,1751.7074205419428,391.32020189222436
1065.0000000000002,250.00000000000006,1755.620132060865,391.2221018922244
1067.5000000000002,250.00000000000006,1759.5318625797872,391.1240018922244
1070.0000000000002,250.00000000000006,1763.4426120987096,391.0259018922244
1072.5000000000002,250.00000000000006,1767.3523806176318,390.9278018922244
1075.0000000000002,250.00000000000006,1771.261168136554,390.8297018922244
1077.5000000000002,250.00000000000006,1775.1689746554762,390.73160189222443
1080.0000000000002,250.00000000000006,1779.0758001743984,390.63350189222444
