label,image_path,hp,attack,defense,special-attack,special-defense,speed
aegislash-shield,dataset/aegislash-shield/aegislash-shield_6.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_1.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_14.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_5.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_2.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_3.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_4.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_15.png,60,50,140,50,140,60
aegislash-shield,dataset/aegislash-shield/aegislash-shield_13.png,60,50,140,50,140,60
aerodactyl,dataset/aerodactyl/aerodactyl_31.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_13.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_6.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_38.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_1.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_14.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_26.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_29.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_28.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_39.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_7.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_9.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_30.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_37.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_8.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_21.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_36.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_23.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_12.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_4.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_3.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_15.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_33.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_19.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_10.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_17.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_22.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_25.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_32.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_34.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_2.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_35.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_27.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_18.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_11.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_20.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_24.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_5.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_40.png,80,105,65,60,75,130
aerodactyl,dataset/aerodactyl/aerodactyl_16.png,80,105,65,60,75,130
aggron,dataset/aggron/aggron_2.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_16.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_32.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_23.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_24.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_18.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_11.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_3.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_10.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_4.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_34.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_17.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_19.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_25.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_22.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_35.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_33.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_5.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_7.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_6.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_13.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_14.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_28.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_21.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_26.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_37.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_30.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_9.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_36.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_20.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_27.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_1.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_38.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_8.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_31.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_15.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_29.png,70,110,180,60,60,50
aggron,dataset/aggron/aggron_12.png,70,110,180,60,60,50
aipom,dataset/aipom/aipom_32.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_20.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_27.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_16.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_11.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_18.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_24.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_23.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_35.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_10.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_5.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_2.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_33.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_34.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_4.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_3.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_17.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_29.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_19.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_40.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_7.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_37.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_14.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_15.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_12.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_6.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_1.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_8.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_38.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_31.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_36.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_13.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_9.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_22.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_21.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_26.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_25.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_30.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_39.png,55,70,55,40,55,85
aipom,dataset/aipom/aipom_28.png,55,70,55,40,55,85
alakazam,dataset/alakazam/alakazam_4.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_17.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_10.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_22.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_33.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_7.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_29.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_28.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_26.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_21.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_9.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_14.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_13.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_19.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_30.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_37.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_39.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_6.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_1.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_12.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_8.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_15.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_20.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_27.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_38.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_3.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_25.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_11.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_36.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_31.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_23.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_40.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_32.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_24.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_35.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_2.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_5.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_18.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_34.png,55,50,45,135,95,120
alakazam,dataset/alakazam/alakazam_16.png,55,50,45,135,95,120
alcremie,dataset/alcremie/alcremie_9.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_7.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_3.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_11.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_10.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_4.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_5.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_13.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_6.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_1.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_8.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_2.png,65,60,75,110,121,64
alcremie,dataset/alcremie/alcremie_12.png,65,60,75,110,121,64
alomomola,dataset/alomomola/alomomola_3.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_16.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_11.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_4.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_18.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_19.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_10.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_5.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_8.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_17.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_9.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_2.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_7.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_12.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_15.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_6.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_13.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_14.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_1.png,165,75,80,40,45,65
alomomola,dataset/alomomola/alomomola_20.png,165,75,80,40,45,65
altaria,dataset/altaria/altaria_33.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_34.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_7.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_9.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_25.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_22.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_38.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_2.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_20.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_23.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_16.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_11.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_18.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_32.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_1.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_29.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_35.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_8.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_19.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_10.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_17.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_24.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_6.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_12.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_15.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_30.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_3.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_27.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_37.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_14.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_4.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_26.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_21.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_28.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_5.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_36.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_31.png,75,70,90,70,105,80
altaria,dataset/altaria/altaria_13.png,75,70,90,70,105,80
amaura,dataset/amaura/amaura_16.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_11.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_8.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_1.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_6.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_10.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_5.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_13.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_2.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_12.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_15.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_4.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_14.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_3.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_7.png,77,59,50,67,63,46
amaura,dataset/amaura/amaura_9.png,77,59,50,67,63,46
ambipom,dataset/ambipom/ambipom_10.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_17.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_19.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_8.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_6.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_34.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_33.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_25.png,75,100,66,60,66,115
ambipom,dataset/ambipom/ambipom_18.png,75,100,66,60,66,115
